session_id,client_id,visit_time,session_duration_sec,marketing_channel,referrer,device_type,os,connection_type,bandwidth_mbps,steps_completed,conversion
295,63,2025-01-25,88.2404259954968,organic,direct,desktop,android,4G,25.994989665142604,2,False
296,63,2024-09-25,242.35289660338856,ads,google,desktop,ios,4G,22.996675921401,4,False
297,63,2024-08-20,178.40242630900747,organic,google,mobile,android,wifi,36.524713857464135,4,False
298,63,2025-01-01,124.0226601303324,ads,campaign,mobile,android,wifi,38.86787336443969,3,True
299,63,2024-05-27,117.76258046220954,referral,direct,desktop,ios,4G,31.92436398827766,4,True
300,64,2025-02-28,20.0,organic,wallet_app,mobile,ios,5G,27.39388806403078,2,False
301,65,2024-04-17,147.14290287322152,partner,wallet_app,tablet,ios,5G,25.847223543275238,3,True
302,65,2024-10-08,133.40531640032322,organic,facebook,mobile,ios,3G,30.401136652169704,2,True
303,65,2024-04-14,124.39544536435852,organic,google,mobile,ios,4G,21.906660247354825,4,False
304,65,2024-10-10,202.40276982924934,referral,campaign,tablet,ios,wifi,38.13486673067058,2,False
305,65,2024-09-15,202.97158717374654,organic,google,mobile,android,4G,21.520028651437336,3,True
306,65,2024-10-11,194.15019125001604,organic,facebook,mobile,windows,3G,36.236693952406924,1,True
307,65,2024-05-06,61.55535285695623,organic,google,tablet,macos,4G,2.0,3,True
308,65,2024-05-23,31.020913160844188,organic,google,mobile,ios,4G,39.44844199733147,3,True
309,66,2024-10-08,113.46637262135081,ads,google,mobile,android,wifi,48.41979841367349,3,False
310,66,2024-12-08,117.29684128744215,organic,google,mobile,ios,wifi,47.52976272915848,3,True
311,67,2024-07-03,80.01817208725782,referral,google,mobile,ios,3G,28.653574973199355,3,False
312,67,2024-06-28,108.65757927361827,organic,facebook,desktop,android,4G,42.73995807697309,4,True
313,67,2024-10-19,111.60926491299266,partner,google,desktop,ios,wifi,20.46153610844344,1,False
314,67,2024-05-17,167.55278520308119,organic,direct,desktop,ios,4G,29.296771636678983,1,False
315,67,2025-02-24,143.91225615462812,ads,google,desktop,android,wifi,28.393977190769576,3,False
316,67,2024-10-24,74.25399296001939,ads,google,mobile,macos,4G,49.484546346699446,3,True
317,67,2025-02-05,128.66450524571337,referral,facebook,mobile,android,4G,45.971777328572216,1,False
318,67,2024-04-11,289.33868202372344,ads,facebook,tablet,android,5G,21.584397309817284,3,True
319,68,2024-04-29,150.2508769415521,ads,facebook,desktop,android,5G,33.453852099826655,5,False
320,68,2025-01-13,159.51862761181516,organic,campaign,desktop,android,wifi,16.69528638849253,4,True
321,68,2024-07-31,166.4988545579307,ads,google,mobile,android,4G,43.80701732391631,2,False
322,68,2024-09-10,208.00391336183858,partner,google,mobile,android,5G,13.049995192616414,5,True
323,68,2024-08-04,130.3656766204752,organic,direct,mobile,android,wifi,35.54140151643452,3,True
324,68,2024-04-10,184.76020911122123,organic,google,desktop,ios,4G,5.147717894416687,6,True
325,69,2024-11-30,170.25626054162032,ads,facebook,desktop,android,wifi,36.23021497423346,2,True
326,69,2024-07-09,111.73219160360642,organic,google,mobile,ios,wifi,34.705241967860985,4,False
327,69,2025-01-25,165.01171189981872,organic,facebook,mobile,ios,4G,44.40664798688758,4,False
328,70,2024-12-19,140.25330913376416,organic,direct,mobile,android,wifi,38.19644499746143,4,True
329,70,2024-04-03,143.27890007265344,organic,direct,mobile,ios,wifi,19.284403415833765,1,True
330,70,2024-07-30,181.07057689935164,ads,campaign,desktop,ios,wifi,31.27064498498614,4,False
331,70,2024-11-05,140.39508725444009,referral,direct,mobile,ios,4G,20.01541228311255,1,True
332,70,2024-10-08,217.06530076971762,ads,google,desktop,android,wifi,28.852631441394887,3,False
333,70,2024-07-16,69.49963950453477,partner,facebook,mobile,android,5G,30.555567111328067,3,True
334,70,2025-01-26,235.48429011768457,organic,facebook,desktop,android,5G,40.85951938300858,5,False
335,71,2025-01-16,159.9115447430222,ads,facebook,mobile,android,4G,39.95640738876187,2,False
336,71,2024-07-01,177.10815241325292,organic,facebook,mobile,android,5G,49.10255562985936,2,True
337,71,2024-06-22,186.3846983051474,ads,direct,mobile,android,5G,10.345278398866618,1,True
338,71,2024-11-07,187.75009970157618,organic,facebook,mobile,android,4G,22.671862349454805,2,True
339,71,2024-06-06,84.5002969406028,organic,direct,desktop,android,4G,28.065307323551515,3,False
340,71,2024-03-04,121.53341760923908,referral,direct,mobile,ios,wifi,45.972527601460015,4,True
341,71,2024-06-30,267.54018562770295,referral,facebook,desktop,android,4G,36.69541297671524,2,True
342,72,2024-10-06,202.0946975879994,organic,facebook,mobile,ios,4G,25.41019922078612,4,True
343,72,2024-07-29,191.87791682831022,ads,facebook,mobile,android,wifi,10.737862233491338,4,True
344,73,2024-12-24,63.21340836608667,organic,google,mobile,ios,5G,40.61919914356938,2,True
345,73,2025-01-09,221.48262819258213,organic,campaign,mobile,windows,4G,28.056061728145888,3,True
346,73,2024-03-22,116.38167881904035,partner,direct,mobile,ios,4G,27.762359080578577,3,True
347,74,2025-01-12,234.8689686710225,referral,direct,mobile,android,wifi,10.726731722514128,3,False
348,74,2024-05-02,74.73178452712507,organic,google,mobile,macos,5G,42.026488973254374,3,False
349,74,2024-08-02,147.11211587454648,partner,direct,desktop,android,wifi,12.56330164380373,2,True
350,75,2024-11-29,39.29337378167191,ads,google,desktop,windows,5G,41.803843142530695,2,False
351,75,2024-05-16,65.96072981831918,ads,campaign,desktop,android,4G,36.85448724180539,1,False
352,76,2024-12-07,116.85092530768847,organic,google,mobile,ios,5G,17.782200779964707,4,True
353,76,2025-02-14,195.08304642553767,organic,google,mobile,ios,wifi,20.7655802419116,3,False
354,76,2025-01-21,167.67946131315026,organic,campaign,desktop,ios,wifi,18.63689212731737,3,False
355,76,2025-01-11,291.0880806303843,ads,direct,desktop,android,4G,18.992172867369177,1,True
356,76,2025-01-03,170.50535149098533,organic,campaign,mobile,ios,4G,32.97015426966117,4,False
357,76,2024-09-07,203.52381468490188,organic,direct,tablet,ios,wifi,27.50089400270661,4,False
358,76,2024-09-22,287.72997873813864,referral,campaign,mobile,android,3G,36.59968747952611,2,False
359,76,2025-02-02,235.14699027535215,referral,campaign,mobile,android,4G,31.854038989533272,3,True
360,77,2024-05-03,113.06106055102637,ads,google,mobile,android,4G,32.528228561628616,4,False
361,77,2024-10-30,164.71931297630917,referral,google,mobile,android,5G,47.717728871000666,2,False
362,78,2024-12-16,198.51245378199536,ads,campaign,mobile,ios,4G,4.089019039041133,5,False
363,78,2025-01-27,195.24844514422503,ads,google,mobile,ios,4G,48.590150936495704,4,True
364,78,2025-02-25,188.1555242594533,organic,wallet_app,mobile,android,4G,43.96433227951222,3,True
365,78,2024-11-09,193.3920194682589,ads,campaign,mobile,android,4G,23.624721816570226,2,False
366,78,2024-03-22,204.88786130080416,ads,google,mobile,ios,4G,43.20011322584923,3,True
367,78,2024-09-22,190.34402345028553,organic,google,tablet,windows,4G,41.77223912231665,4,True
368,79,2024-03-13,265.0937307975511,ads,campaign,mobile,android,5G,28.36329867342429,4,False
369,79,2024-11-27,94.74070711390527,organic,google,mobile,android,wifi,35.80319178312625,3,True
370,79,2024-11-01,128.58233721028483,referral,google,mobile,ios,4G,41.48782049895157,3,False
371,79,2024-05-28,173.70405719769684,partner,facebook,mobile,ios,4G,26.25928784453867,3,False
372,79,2024-03-26,88.6742276524703,ads,campaign,desktop,android,4G,59.74961489670402,2,True
373,80,2024-05-25,90.10522060647965,ads,direct,desktop,android,wifi,30.248351810956333,5,True
374,80,2024-05-27,298.1297999190324,ads,facebook,desktop,android,5G,39.658396182492844,3,False
375,80,2024-08-04,174.1526767454071,ads,facebook,mobile,ios,4G,28.10310174584519,3,False
376,80,2024-10-26,153.96512004466072,organic,wallet_app,mobile,ios,wifi,37.99726470182527,3,True
377,81,2024-11-19,37.313232884510924,partner,campaign,tablet,ios,4G,38.7555119030223,1,False
378,81,2024-04-13,148.6121800081197,organic,direct,mobile,android,4G,18.73309511540044,4,True
379,81,2025-02-20,174.12954802405886,organic,google,mobile,android,4G,17.41322512442584,3,True
380,81,2024-06-25,152.77841461040146,ads,campaign,mobile,ios,wifi,13.341439961455954,2,True
381,81,2024-08-16,107.94789450470307,referral,google,mobile,windows,4G,24.500344561987703,3,True
382,81,2024-07-26,73.1457281886691,ads,wallet_app,mobile,android,4G,9.173549839694488,5,True
383,81,2024-10-27,132.92825056182073,referral,google,mobile,ios,4G,21.005350365724357,4,True
384,82,2024-10-19,157.81605038198833,organic,direct,mobile,android,wifi,35.82955099794063,2,True
385,82,2024-12-26,106.55435701025976,ads,facebook,mobile,windows,4G,25.708840460042744,2,True
386,82,2024-04-06,219.87508990424539,ads,google,mobile,android,4G,50.79513309882268,5,True
387,82,2024-04-05,120.16746316642335,organic,wallet_app,mobile,android,5G,10.220008311559564,2,False
388,82,2024-08-02,201.44749974621183,organic,direct,desktop,ios,4G,34.38960879712435,3,True
389,82,2024-05-31,174.68191555255936,organic,campaign,mobile,ios,wifi,42.540510519137456,3,True
390,82,2025-01-22,207.01730186627034,organic,campaign,mobile,windows,4G,41.14223820963125,3,True
391,82,2024-10-26,229.023481080791,organic,campaign,mobile,android,wifi,35.70435100397043,4,False
392,83,2024-04-08,128.25616691434135,ads,google,mobile,android,wifi,36.07760585501876,5,True
393,83,2024-10-04,262.0946988869909,organic,wallet_app,mobile,android,4G,22.85388817062156,2,False
394,83,2024-11-06,152.162072718995,organic,facebook,mobile,windows,wifi,38.43791695033595,1,False
395,83,2024-10-02,346.6005033097349,organic,campaign,mobile,android,wifi,43.13285141099089,4,True
396,83,2024-09-15,187.2747247326944,referral,direct,mobile,ios,wifi,37.989291192282806,3,True
397,84,2025-02-17,226.5183801544226,organic,facebook,mobile,windows,5G,39.399977628238105,2,False
398,84,2025-02-07,227.95181026021461,organic,facebook,mobile,windows,4G,48.07132948774779,3,True
399,84,2024-08-30,179.42666552733576,organic,wallet_app,desktop,android,4G,40.47811713619924,2,False
400,84,2024-11-01,219.17056734727933,referral,google,desktop,android,4G,21.57676412841249,4,False
401,84,2024-10-23,92.90739936458333,referral,facebook,mobile,android,wifi,53.5833473358094,3,True
402,85,2024-06-18,247.4824116299203,organic,google,desktop,android,5G,45.03572273861049,1,True
403,85,2024-08-23,171.9892294472503,referral,facebook,mobile,ios,wifi,28.28368476260509,4,False
404,85,2024-07-07,190.8051846950054,organic,wallet_app,mobile,ios,wifi,37.8303620723883,1,False
405,85,2024-04-16,215.78425806603036,ads,wallet_app,mobile,android,4G,20.977890320276668,2,True
406,85,2024-09-24,85.75467866698271,ads,facebook,mobile,ios,wifi,38.82899435712743,4,False
407,85,2024-10-02,173.6323666588654,partner,wallet_app,mobile,windows,wifi,24.784605660236817,3,True
408,85,2024-09-06,172.53012046497506,organic,facebook,mobile,android,wifi,9.109021394919083,2,False
409,86,2024-07-27,192.5054646830241,ads,direct,mobile,ios,wifi,23.032470008803465,1,True
410,86,2024-09-26,20.0,partner,google,desktop,ios,wifi,45.89586811858358,4,True
411,86,2024-09-01,249.24472618248507,organic,google,mobile,windows,4G,30.200174146569257,3,False
412,86,2024-09-02,175.85300164723304,ads,facebook,mobile,android,wifi,22.985506406027746,2,False
413,86,2024-06-20,210.17271009647868,organic,google,desktop,android,4G,23.016940656571734,1,False
414,86,2024-08-24,137.4604427524655,organic,direct,mobile,android,4G,20.171084065642606,2,True
415,86,2024-04-25,170.87871149582185,organic,facebook,mobile,ios,4G,25.77317857206409,3,False
416,87,2024-09-03,155.45653323464072,partner,google,mobile,android,wifi,37.470556830588734,3,False
417,87,2024-09-25,124.04516788918491,ads,facebook,mobile,ios,4G,32.71398379033528,3,False
418,87,2024-09-08,141.8329102921856,partner,direct,mobile,android,4G,24.92870256134811,3,False
419,87,2024-12-01,102.7696152779532,referral,google,mobile,ios,5G,24.96282564572357,3,True
420,87,2024-10-12,131.28354789033986,organic,direct,mobile,ios,wifi,26.79197758344175,1,False
421,87,2025-01-24,97.92364304457368,ads,google,desktop,ios,3G,9.011298920740913,2,False
422,87,2024-06-30,125.18889114952178,ads,google,mobile,ios,4G,3.4236449365829706,3,True
423,87,2025-01-14,207.04418480178322,organic,campaign,mobile,android,wifi,15.94585732524321,3,False
424,88,2024-06-02,119.7328976957346,organic,campaign,desktop,ios,3G,30.823854533547696,4,True
425,88,2024-03-27,77.08007561127573,partner,facebook,desktop,ios,4G,43.82284127117167,3,True
426,89,2025-02-20,64.49925865753669,organic,facebook,desktop,ios,4G,6.066898298997639,4,True
427,89,2024-12-05,115.6424124404527,referral,google,desktop,ios,wifi,40.37423039608716,1,True
428,89,2024-06-26,152.95397931806625,organic,facebook,mobile,ios,wifi,20.539239285825765,6,False
429,90,2024-10-21,248.23219856018463,ads,direct,mobile,ios,5G,20.67400092993236,1,False
430,90,2024-05-05,107.459478545212,organic,google,desktop,android,5G,38.976297692189995,2,False
431,90,2024-09-18,137.60678840819244,ads,google,mobile,macos,4G,28.037364058486965,5,True
432,90,2024-07-20,167.80028001068703,ads,direct,tablet,android,wifi,42.0534758264633,4,True
433,91,2024-10-07,221.66177732047714,partner,direct,mobile,android,5G,6.134735479020765,4,False
434,91,2024-05-18,98.95705297670389,ads,campaign,desktop,ios,wifi,23.110090846963523,1,True
435,91,2024-09-15,170.82685743145777,ads,google,desktop,ios,5G,26.184394784755433,2,False
436,92,2025-02-24,246.43762022027119,organic,google,mobile,ios,5G,14.286212458807366,2,False
437,92,2024-08-14,217.95199451871883,ads,facebook,mobile,ios,wifi,36.25621259513537,3,True
438,92,2024-09-05,179.7211218712904,organic,campaign,desktop,android,wifi,47.756114754465884,1,True
439,92,2024-12-08,68.61112692139773,ads,google,desktop,windows,wifi,35.10497981534271,3,False
440,92,2024-10-06,155.40942242914485,organic,facebook,mobile,macos,wifi,21.846330856631177,2,True
441,92,2024-03-03,117.75000617162505,partner,wallet_app,desktop,android,wifi,15.261642893483542,2,False
442,92,2024-07-15,132.55406378643863,ads,google,mobile,android,4G,38.857250926515064,1,True
443,92,2025-02-13,209.16054707262577,ads,wallet_app,mobile,ios,3G,26.582231583708584,4,False
444,93,2024-12-11,131.6424134845781,referral,direct,mobile,windows,4G,40.452727009376765,2,True
445,93,2024-03-28,279.1186129291873,organic,direct,desktop,ios,4G,44.30612605824484,2,True
446,93,2024-03-20,20.57663034915356,referral,wallet_app,desktop,android,5G,23.53038770099913,1,True
447,94,2024-07-15,127.76000495867049,ads,google,mobile,windows,4G,45.910172197060945,4,True
448,94,2024-05-19,113.9820834292156,ads,google,mobile,ios,wifi,40.278874320118774,2,False
449,94,2024-04-07,155.590922078712,ads,facebook,mobile,windows,4G,29.68027575848154,1,True
450,94,2025-01-24,166.62094256196923,organic,direct,mobile,ios,4G,13.788978276336877,3,False
451,94,2024-04-17,119.14166035428305,referral,direct,mobile,ios,4G,37.27990941551144,1,True
452,94,2025-01-19,176.96479147120334,organic,campaign,mobile,ios,3G,49.85428845174992,2,False
453,94,2024-08-28,174.00099782763806,organic,direct,mobile,ios,wifi,43.32009400930758,4,False
454,95,2024-09-12,158.74066118419816,organic,wallet_app,mobile,android,wifi,36.109444633593114,3,True
455,95,2024-07-22,152.7244497207401,ads,google,mobile,android,3G,23.45165392302475,4,True
456,95,2024-10-05,132.35531662144908,organic,direct,mobile,ios,4G,21.818243216214867,2,True
457,95,2024-05-12,151.88056353015097,organic,facebook,desktop,android,4G,18.342680199354348,2,False
458,96,2024-05-23,146.70692071216573,ads,direct,tablet,android,wifi,52.58773787634692,3,True
459,96,2025-01-25,110.4071513938303,referral,wallet_app,mobile,android,wifi,21.775172899712437,1,False
460,97,2024-04-10,180.52650983277147,organic,facebook,mobile,android,3G,13.56903667333102,5,True
461,97,2024-06-29,182.67563124103353,ads,facebook,mobile,windows,wifi,40.826207135465054,4,True
462,97,2024-08-10,165.01841446177025,partner,campaign,desktop,ios,4G,29.56468765780852,3,False
463,97,2024-09-21,81.58863591098253,organic,wallet_app,mobile,ios,4G,20.511241026201475,4,False
464,98,2024-03-15,114.84045198850158,ads,facebook,mobile,android,4G,44.03860337490539,5,True
465,98,2024-03-10,77.6925422935742,referral,campaign,mobile,android,4G,32.13211929314641,2,False
466,98,2024-06-14,132.29667592001348,organic,wallet_app,mobile,android,4G,27.38711811880212,2,False
467,98,2024-09-30,204.02958593332792,organic,facebook,mobile,android,4G,39.809133926828004,2,False
468,99,2025-01-12,174.97599227096188,referral,wallet_app,mobile,android,4G,10.180737309469016,4,False
469,99,2024-04-16,130.7728262749473,partner,google,mobile,ios,wifi,28.778133392527184,3,False
470,99,2024-06-18,145.00321924568004,referral,facebook,mobile,android,wifi,44.540749105344105,2,True
471,99,2025-02-23,273.5757825845508,ads,facebook,mobile,macos,wifi,15.009820864407942,4,True
472,99,2024-04-03,103.37059382047447,organic,google,mobile,android,5G,19.19338128451568,5,True
473,100,2024-08-23,116.21103455928038,partner,google,mobile,ios,4G,20.929276159293146,2,False
474,100,2024-03-27,20.0,partner,campaign,mobile,android,4G,43.30952027578138,2,False
475,100,2025-02-08,50.90298601062928,organic,wallet_app,desktop,ios,5G,21.9989238289988,3,False
476,100,2024-03-11,125.1693833279719,partner,google,mobile,android,3G,33.49015201696305,1,False
